Date,1100500,simulated_1030
2016-09-30T00:00:00,1.41,2.11
2016-10-01T00:00:00,2.76,2.154
2016-10-02T00:00:00,2.22,2.131
2016-10-03T00:00:00,1.51,2.085
2016-10-04T00:00:00,1.08,2.034
2016-10-05T00:00:00,0.91,1.982
2016-10-06T00:00:00,1.37,1.93
2016-10-07T00:00:00,0.97,1.878
2016-10-08T00:00:00,0.75,1.826
2016-10-09T00:00:00,0.54,1.775
2016-10-10T00:00:00,0.58,1.724
2016-10-11T00:00:00,0.65,1.673
2016-10-12T00:00:00,0.66,1.623
2016-10-13T00:00:00,0.47,1.575
2016-10-14T00:00:00,0.3,1.529
2016-10-15T00:00:00,0.47,1.483
2016-10-16T00:00:00,0.56,1.438
2016-10-17T00:00:00,0.41,1.394
2016-10-18T00:00:00,0.27,1.352
2016-10-19T00:00:00,0.22,1.255
2016-10-20T00:00:00,0.35,1.137
2016-10-21T00:00:00,0.51,1.057
2016-10-22T00:00:00,0.57,1.002
2016-10-23T00:00:00,0.59,0.957
2016-10-24T00:00:00,0.58,0.914
2016-10-25T00:00:00,0.6,0.936
2016-10-26T00:00:00,0.63,0.954
2016-10-27T00:00:00,0.7,0.941
2016-10-28T00:00:00,2.6,1.701
2016-10-29T00:00:00,7.43,2.512
2016-10-30T00:00:00,12.34,2.89
2016-10-31T00:00:00,14.32,3.105
2016-11-01T00:00:00,13.07,3.284
2016-11-02T00:00:00,11.03,3.404
2016-11-03T00:00:00,9.0,3.483
2016-11-04T00:00:00,7.2,3.538
2016-11-05T00:00:00,6.6,3.577
2016-11-06T00:00:00,5.37,3.599
2016-11-07T00:00:00,4.8,3.606
2016-11-08T00:00:00,4.2,3.603
2016-11-09T00:00:00,3.9,3.589
2016-11-10T00:00:00,3.12,3.56
2016-11-11T00:00:00,4.2,3.519
2016-11-12T00:00:00,5.16,3.47
2016-11-13T00:00:00,3.11,3.414
2016-11-14T00:00:00,2.67,3.353
2016-11-15T00:00:00,2.53,3.316
2016-11-16T00:00:00,2.49,3.377
2016-11-17T00:00:00,2.96,3.489
2016-11-18T00:00:00,5.14,3.829
2016-11-19T00:00:00,8.48,4.164
2016-11-20T00:00:00,11.42,4.98
2016-11-21T00:00:00,13.73,5.677
2016-11-22T00:00:00,15.18,5.905
2016-11-23T00:00:00,14.74,5.936
2016-11-24T00:00:00,13.84,5.925
2016-11-25T00:00:00,13.18,5.888
2016-11-26T00:00:00,11.65,6.426
2016-11-27T00:00:00,11.09,6.723
2016-11-28T00:00:00,10.66,6.716
2016-11-29T00:00:00,10.58,6.636
